props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,58.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2020-04-27T00:00:00Z,Fri handel,/adresse/adelgade-1-4-42-1304-koebenhavn-k-01010024___1__4__42,value:1550000|sqm:58|lastPrice:2800000|sqmPr:48275|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,64.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2017-10-31T07:01:27.477Z,Af markedet,/adresse/adelgade-1-4-43-1304-koebenhavn-k-01010024___1__4__43,value:1700000|sqm:64|lastPrice:3195000|sqmPr:49921|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2011-11-23T07:27:03.877Z,Af markedet,/adresse/adelgade-1-4-44-1304-koebenhavn-k-01010024___1__4__44,value:1800000|sqm:68|lastPrice:1995000|sqmPr:29338|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,1972-01-01T00:00:00Z,Byggeår,/adresse/adelgade-1-4-45-1304-koebenhavn-k-01010024___1__4__45,value:890000|sqm:68|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2007-03-15T00:00:00Z,Øvrigt,/adresse/adelgade-1-4-46-1304-koebenhavn-k-01010024___1__4__46,value:1800000|sqm:68|lastPrice:2900000|sqmPr:42647|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,1972-01-01T00:00:00Z,Byggeår,/adresse/adelgade-1-4-47-1304-koebenhavn-k-01010024___1__4__47,value:890000|sqm:68|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2010-06-18T01:07:04.683Z,Af markedet,/adresse/adelgade-1-4-48-1304-koebenhavn-k-01010024___1__4__48,value:1800000|sqm:68|lastPrice:2125000|sqmPr:31250|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,61.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2023-01-19T14:17:56.938051Z,Af markedet,/adresse/adelgade-1-4-49-1304-koebenhavn-k-01010024___1__4__49,value:1600000|sqm:61|lastPrice:3150000|sqmPr:51639|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,116.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2018-11-15T13:40:08.55Z,Af markedet,/adresse/adelgade-1-5-51-1304-koebenhavn-k-01010024___1__5__51,value:1500000|sqm:116|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,58.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2005-09-17T00:00:00Z,Familiehandel,/adresse/adelgade-1-5-52-1304-koebenhavn-k-01010024___1__5__52,value:1550000|sqm:58|lastPrice:1021000|sqmPr:17603|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,64.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2000-10-25T00:00:00Z,Fri handel,/adresse/adelgade-1-5-53-1304-koebenhavn-k-01010024___1__5__53,value:1700000|sqm:64|lastPrice:974580|sqmPr:15227|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2015-05-06T15:40:01.57Z,Af markedet,/adresse/adelgade-1-5-54-1304-koebenhavn-k-01010024___1__5__54,value:1800000|sqm:68|lastPrice:2840000|sqmPr:41764|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2023-10-08T06:50:41.500265Z,Af markedet,/adresse/adelgade-1-5-55-1304-koebenhavn-k-01010024___1__5__55,value:1800000|sqm:68|lastPrice:3160000|sqmPr:46470|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2013-03-16T07:19:47.02Z,Af markedet,/adresse/adelgade-1-5-56-1304-koebenhavn-k-01010024___1__5__56,value:1800000|sqm:68|lastPrice:1930000|sqmPr:28382|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2013-07-05T00:00:00Z,Fri handel,/adresse/adelgade-1-5-57-1304-koebenhavn-k-01010024___1__5__57,value:1800000|sqm:68|lastPrice:1600000|sqmPr:23529|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,1972-01-01T00:00:00Z,Byggeår,/adresse/adelgade-1-5-58-1304-koebenhavn-k-01010024___1__5__58,value:1800000|sqm:68|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,61.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2003-10-22T00:00:00Z,Fri handel,/adresse/adelgade-1-5-59-1304-koebenhavn-k-01010024___1__5__59,value:800000|sqm:61|lastPrice:1325000|sqmPr:21721|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,116.0,Eget køkken med afløb,6.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2023-09-25T16:04:41.47994Z,På markedet,/adresse/adelgade-1-6-61-1304-koebenhavn-k-01010024___1__6__61?udbud=08777123-7832-4114-8333-ea13efc81b3a,pay:400000|sqmPr:68922|sqm:|floor:6|rooms:4|fees:6571|built:1972
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,59.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1972.0,København,55.682503,12.582215,2015-12-22T00:00:00Z,Fri handel,/adresse/adelgade-1-6-62-1304-koebenhavn-k-01010024___1__6__62,value:930000|sqm:59|lastPrice:2600000|sqmPr:44067|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,48.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1800.0,København,55.68257,12.582699,1994-08-01T00:00:00Z,Fri handel,/adresse/adelgade-6a-1-th-1304-koebenhavn-k-01010024__6a__1__th,value:|sqm:48|lastPrice:350000|sqmPr:7291|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,69.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1800.0,København,55.68257,12.582699,1994-08-01T00:00:00Z,Fri handel,/adresse/adelgade-6a-1-tv-1304-koebenhavn-k-01010024__6a__1__tv,value:|sqm:69|lastPrice:350000|sqmPr:5072|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,48.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1800.0,København,55.68257,12.582699,1994-08-01T00:00:00Z,Fri handel,/adresse/adelgade-6a-2-th-1304-koebenhavn-k-01010024__6a__2__th,value:|sqm:48|lastPrice:350000|sqmPr:7291|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,69.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1800.0,København,55.68257,12.582699,1994-08-01T00:00:00Z,Fri handel,/adresse/adelgade-6a-2-tv-1304-koebenhavn-k-01010024__6a__2__tv,value:|sqm:69|lastPrice:350000|sqmPr:5072|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,70.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1800.0,København,55.68257,12.582699,1994-08-01T00:00:00Z,Fri handel,/adresse/adelgade-6a-3-th-1304-koebenhavn-k-01010024__6a__3__th,value:|sqm:70|lastPrice:350000|sqmPr:5000|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Elvarme,69.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,1800.0,København,55.68257,12.582699,1994-08-01T00:00:00Z,Fri handel,/adresse/adelgade-6a-3-tv-1304-koebenhavn-k-01010024__6a__3__tv,value:|sqm:69|lastPrice:350000|sqmPr:5072|rooms:
,,,,,,,,,,,København,55.682537,12.5826235,,,/adresse/adelgade-6-0-1304-koebenhavn-k-01010024___6_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.682594,12.582657,,,/adresse/adelgade-8-0-1304-koebenhavn-k-01010024___8_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Bygning til kontor,Betonelementer,Fjernvarme/blokvarme,305.0,Ingen fast kogeinstallation,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,,,/adresse/adelgade-11-0-1304-koebenhavn-k-01010024__11_st____,value:|sqm:305|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Betonelementer,Fjernvarme/blokvarme,305.0,Eget køkken med afløb,6.0,5.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,,,/adresse/adelgade-11-1-1304-koebenhavn-k-01010024__11__1____,value:|sqm:305|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Betonelementer,Fjernvarme/blokvarme,305.0,Ingen fast kogeinstallation,6.0,5.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,,,/adresse/adelgade-11-2-1304-koebenhavn-k-01010024__11__2____,value:|sqm:305|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Betonelementer,Fjernvarme/blokvarme,305.0,Ingen fast kogeinstallation,6.0,5.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,,,/adresse/adelgade-11-3-1304-koebenhavn-k-01010024__11__3____,value:|sqm:305|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Betonelementer,Fjernvarme/blokvarme,305.0,Ingen fast kogeinstallation,6.0,5.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,,,/adresse/adelgade-11-4-1304-koebenhavn-k-01010024__11__4____,value:|sqm:305|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Bygning til kontor,Betonelementer,Fjernvarme/blokvarme,305.0,Eget køkken med afløb,6.0,5.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,,,/adresse/adelgade-11-5-1304-koebenhavn-k-01010024__11__5____,value:|sqm:305|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,40.0,Fast kogeinstallation i værelse eller på gang,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,1963-01-01T00:00:00Z,Byggeår,/adresse/adelgade-11-6-1-1304-koebenhavn-k-01010024__11__6___1,value:|sqm:40|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,27.0,Fast kogeinstallation i værelse eller på gang,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,1963-01-01T00:00:00Z,Byggeår,/adresse/adelgade-11-6-2-1304-koebenhavn-k-01010024__11__6___2,value:|sqm:27|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,30.0,Fast kogeinstallation i værelse eller på gang,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,1963-01-01T00:00:00Z,Byggeår,/adresse/adelgade-11-6-3-1304-koebenhavn-k-01010024__11__6___3,value:|sqm:30|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,30.0,Fast kogeinstallation i værelse eller på gang,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,1963-01-01T00:00:00Z,Byggeår,/adresse/adelgade-11-6-4-1304-koebenhavn-k-01010024__11__6___4,value:|sqm:30|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,29.0,Fast kogeinstallation i værelse eller på gang,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,1963-01-01T00:00:00Z,Byggeår,/adresse/adelgade-11-6-5-1304-koebenhavn-k-01010024__11__6___5,value:|sqm:29|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,27.0,Fast kogeinstallation i værelse eller på gang,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,1963-01-01T00:00:00Z,Byggeår,/adresse/adelgade-11-6-6-1304-koebenhavn-k-01010024__11__6___6,value:|sqm:27|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,32.0,Fast kogeinstallation i værelse eller på gang,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,1963-01-01T00:00:00Z,Byggeår,/adresse/adelgade-11-6-7-1304-koebenhavn-k-01010024__11__6___7,value:|sqm:32|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,90.0,Fast kogeinstallation i værelse eller på gang,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1963.0,København,55.683228,12.582816,1963-01-01T00:00:00Z,Byggeår,/adresse/adelgade-11-6-8-1304-koebenhavn-k-01010024__11__6___8,value:|sqm:90|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Eget køkken med afløb,6.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.68381,12.583072,,,/adresse/adelgade-15-0-1304-koebenhavn-k-01010024__15_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Eget køkken med afløb,6.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.68381,12.583072,,,/adresse/adelgade-15-1-1304-koebenhavn-k-01010024__15__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Eget køkken med afløb,6.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.68381,12.583072,,,/adresse/adelgade-15-2-1304-koebenhavn-k-01010024__15__2____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Eget køkken med afløb,6.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.68381,12.583072,,,/adresse/adelgade-15-3-1304-koebenhavn-k-01010024__15__3____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Eget køkken med afløb,6.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.68381,12.583072,,,/adresse/adelgade-15-4-1304-koebenhavn-k-01010024__15__4____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Eget køkken med afløb,6.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.68381,12.583072,,,/adresse/adelgade-15-5-1304-koebenhavn-k-01010024__15__5____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.683914,12.58305,,,/adresse/adelgade-17-0-1304-koebenhavn-k-01010024__17_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Eget køkken med afløb,6.0,5.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.683914,12.58305,,,/adresse/adelgade-17-1-1304-koebenhavn-k-01010024__17__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Ingen fast kogeinstallation,6.0,5.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.683914,12.58305,,,/adresse/adelgade-17-2-1304-koebenhavn-k-01010024__17__2____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Ingen fast kogeinstallation,6.0,5.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1966.0,København,55.683914,12.58305,,,/adresse/adelgade-17-3-1304-koebenhavn-k-01010024__17__3____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.683914,12.58305,,,/adresse/adelgade-17-4-1304-koebenhavn-k-01010024__17__4____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.685204,12.584332,,,/adresse/adelgade-47--1-1304-koebenhavn-k-01010024__47_kl____,value:4800000|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Bygning til kontor,Betonelementer,Fjernvarme/blokvarme,6317.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,,,/adresse/adelgade-47-0-mf-1304-koebenhavn-k-01010024__47_st__mf,value:770000|sqm:6317|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,59.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,2013-06-28T00:00:00Z,Fri handel,/adresse/adelgade-47-0-th-1304-koebenhavn-k-01010024__47_st__th,value:1950000|sqm:59|lastPrice:2450000|sqmPr:41525|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,69.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,2022-08-01T10:27:02.668158Z,Af markedet,/adresse/adelgade-47-0-tv-1304-koebenhavn-k-01010024__47_st__tv,value:1650000|sqm:69|lastPrice:2330000|sqmPr:33768|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,53.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,2021-09-13T15:12:45.573Z,Af markedet,/adresse/adelgade-47-1-mf-1304-koebenhavn-k-01010024__47__1__mf,value:1400000|sqm:53|lastPrice:1900000|sqmPr:35849|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,81.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,2009-12-07T00:00:00Z,Fri handel,/adresse/adelgade-47-1-th-1304-koebenhavn-k-01010024__47__1__th,value:1000000|sqm:81|lastPrice:1675000|sqmPr:20679|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,69.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,2023-02-25T17:08:00.458393Z,Af markedet,/adresse/adelgade-47-1-tv-1304-koebenhavn-k-01010024__47__1__tv,value:1800000|sqm:69|lastPrice:3820000|sqmPr:55362|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,53.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,2010-02-10T00:00:00Z,Fri handel,/adresse/adelgade-47-2-mf-1304-koebenhavn-k-01010024__47__2__mf,value:1400000|sqm:53|lastPrice:1650000|sqmPr:31132|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,81.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,1995-03-30T00:00:00Z,Fri handel,/adresse/adelgade-47-2-th-1304-koebenhavn-k-01010024__47__2__th,value:2050000|sqm:81|lastPrice:473812|sqmPr:5849|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,69.0,Eget køkken med afløb,6.0,1.0,Metal,Vandskyllende toilet i enheden,1957.0,København,55.685204,12.584332,2014-12-08T07:07:19.01Z,Af markedet,/adresse/adelgade-47-2-tv-1304-koebenhavn-k-01010024__47__2__tv,value:1800000|sqm:69|lastPrice:2187500|sqmPr:31702|rooms:
